Chain,Tier,Location,ItemActual,ItemTo,ChainID,SubPaste,Amount,Verified,LocationIndex
Cloud Mushroom>Rakeflower Seed Pouch>Conch Shell Ornament [Staren>Sokota],[Level 3],Teyamal,Torn Pirate Treasure Map,Bronze Candlestick,19,G,,V,50
Cloud Mushroom>Rakeflower Seed Pouch>Conch Shell Ornament [Staren>Sokota],[Level 4],Pilava,Bronze Candlestick,Golden Fish Scale,19,G,,V,24
Cloud Mushroom>Rakeflower Seed Pouch>Conch Shell Ornament [Staren>Sokota],[Level 5],Lantinia,Golden Fish Scale,Crow Coins,19,G,,V,67
Red Tree Lump>Raft Toy>Filtered Drinking Water [Duch>Lerao],[Basic Item],Duch,Red Tree Lump,Raft Toy,19,H,100,V,9
Red Tree Lump>Raft Toy>Filtered Drinking Water [Duch>Lerao],[Level 1],Lerao,Raft Toy,Filtered Drinking Water,19,H,,V,56
Red Tree Lump>Raft Toy>Filtered Drinking Water [Duch>Lerao],[Level 2],Kanvera,Filtered Drinking Water,Round Knife,19,H,,V,19
Red Tree Lump>Raft Toy>Filtered Drinking Water [Duch>Lerao],[Level 3],Tulu,Round Knife,Amethyst Fragment,19,H,,V,14
Red Tree Lump>Raft Toy>Filtered Drinking Water [Duch>Lerao],[Level 4],Ancient,Amethyst Fragment,Rust Repair Tool,19,H,,V,5
Red Tree Lump>Raft Toy>Filtered Drinking Water [Duch>Lerao],[Level 5],Pakio,Faded Gold Dragon Figurine,Crow Coins,19,H,,V,68
Fruit of Magic Power>Stained Seagull Figurine>Balanced Stone Pagoda [Luivano>Teste],[Basic Item],Luivano,Fruit of Magic Power,Stained Seagull Figurine,19,I,20,V,11
Fruit of Magic Power>Stained Seagull Figurine>Balanced Stone Pagoda [Luivano>Teste],[Level 1],Teste,Stained Seagull Figurine,Balanced Stone Pagoda,19,I,,V,1
Fruit of Magic Power>Stained Seagull Figurine>Balanced Stone Pagoda [Luivano>Teste],[Level 2],Taramura,Balanced Stone Pagoda,Gooey Monster Blood,19,I,,V,22
Fruit of Magic Power>Stained Seagull Figurine>Balanced Stone Pagoda [Luivano>Teste],[Level 3],Orisha,Gooey Monster Blood,Opulent Thread Spool,19,I,,V,62
Fruit of Magic Power>Stained Seagull Figurine>Balanced Stone Pagoda [Luivano>Teste],[Level 4],Iliya,Opulent Thread Spool,Mysterious Rock,19,I,,V,4
Fruit of Magic Power>Stained Seagull Figurine>Balanced Stone Pagoda [Luivano>Teste],[Level 5],Crow,Mysterious Rock,Crow Coins,19,I,,V,69
Pistachio>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Arita],[Basic Item],Paratama,Pistachio,Roa Flower Seed Pouch,19,J,1100,V,18
Pistachio>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Arita],[Level 1],Arita,Roa Flower Seed Pouch,Islanders' Lunchbox,19,J,,V,3
Pistachio>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Arita],[Level 2],Weita,Islanders' Lunchbox,Scout Binoculars,19,J,,V,17
Pistachio>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Arita],[Level 3],Shirna,Scout Binoculars,Green Salt Lump,19,J,,V,49
Pistachio>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Arita],[Level 4],Padix,Green Salt Lump,Octagonal Box,19,J,,V,54
Pistachio>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Arita],[Level 5],Rickun,Octagonal Box,Crow Coins,19,J,,V,70
Rough Green Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Racid],[Basic Item],Beiruwa,Rough Green Crystal,Unidentified Ancient Mural,19,K,100,V,21
Rough Green Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Racid],[Level 1],Racid,Unidentified Ancient Mural,Urchin Spine,19,K,,V,25
Rough Green Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Racid],[Level 2],Modric,Urchin Spine,Rare Herb Pile,19,K,,V,46
Rough Green Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Racid],[Level 3],Al-Naha,Rare Herb Pile,Stolen Pirate Dagger,19,K,,V,26
Rough Green Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Racid],[Level 4],Rameda,Stolen Pirate Dagger,Luxury Patterned Fabric,19,K,,V,42
Rough Green Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Racid],[Level 5],Cox Pirates,Luxury Patterned Fabric,Crow Coins,19,K,,V,71
Rough Mud Crystal>Ancient Urn Piece>Monster Tentacle [Mariveno>Tashu],[Basic Item],Mariveno,Rough Mud Crystal,Ancient Urn Piece,19,L,100,V,12
Rough Mud Crystal>Ancient Urn Piece>Monster Tentacle [Mariveno>Tashu],[Level 1],Tashu,Ancient Urn Piece,Monster Tentacle,19,L,,V,16
Rough Mud Crystal>Ancient Urn Piece>Monster Tentacle [Mariveno>Tashu],[Level 2],Ostra,Monster Tentacle,Skull Symbol Carpet,19,L,,V,23
Rough Mud Crystal>Ancient Urn Piece>Monster Tentacle [Mariveno>Tashu],[Level 3],Daton,Skull Symbol Carpet,Marine Knights' Helm,19,L,,V,35
Rough Mud Crystal>Ancient Urn Piece>Monster Tentacle [Mariveno>Tashu],[Level 4],Theonil,Marine Knights' Helm,Azure Quartz,19,L,,V,44
Rough Mud Crystal>Ancient Urn Piece>Monster Tentacle [Mariveno>Tashu],[Level 5],Naval,Azure Quartz,Crow Coins,19,L,,V,72
Rough Green Crystal>Ancient Urn Piece>Narvo Sea Cucumber [Barater>Racid],[Basic Item],Barater,Rough Green Crystal,Ancient Urn Piece,20,A,100,V,40
Rough Green Crystal>Ancient Urn Piece>Narvo Sea Cucumber [Barater>Racid],[Level 1],Racid,Ancient Urn Piece,Narvo Sea Cucumber,20,A,,V,27
Rough Green Crystal>Ancient Urn Piece>Narvo Sea Cucumber [Barater>Racid],[Level 2],Weita,Narvo Sea Cucumber,Rare Herb Pile,20,A,,V,19
Rough Green Crystal>Ancient Urn Piece>Narvo Sea Cucumber [Barater>Racid],[Level 3],Al-Naha,Rare Herb Pile,Old Chest with Gold Coins,20,A,,V,28
Rough Green Crystal>Ancient Urn Piece>Narvo Sea Cucumber [Barater>Racid],[Level 4],Padix,Old Chest with Gold Coins,Faded Gold Dragon Figurine,20,A,,V,53
Rough Green Crystal>Ancient Urn Piece>Narvo Sea Cucumber [Barater>Racid],[Level 5],Halmad,Faded Gold Dragon Figurine,Crow Coins,20,A,,V,60
Rough Stone>Unidentified Ancient Mural>Balanced Stone Pagoda [Staren>Tinberra],[Basic Item],Staren,Rough Stone,Unidentified Ancient Mural,20,B,200,V,33
Rough Stone>Unidentified Ancient Mural>Balanced Stone Pagoda [Staren>Tinberra],[Level 1],Tinberra,Unidentified Ancient Mural,Balanced Stone Pagoda,20,B,,V,54
Rough Stone>Unidentified Ancient Mural>Balanced Stone Pagoda [Staren>Tinberra],[Level 2],Kanvera,Balanced Stone Pagoda,Lopters Fishnet,20,B,,V,21
Rough Stone>Unidentified Ancient Mural>Balanced Stone Pagoda [Staren>Tinberra],[Level 3],Shasha,Lopters Fishnet,Seashell Deco,20,B,,V,57
Rough Stone>Unidentified Ancient Mural>Balanced Stone Pagoda [Staren>Tinberra],[Level 4],Narvo,Seashell Deco,Taxidermied White Caterpillar,20,B,,V,31
Rough Stone>Unidentified Ancient Mural>Balanced Stone Pagoda [Staren>Tinberra],[Level 5],Kashuma,Taxidermied White Caterpillar,Crow Coins,20,B,,V,61
Essence of Liquor>Cherry Tree Seed Pouch>Sea Survival Kit [Duch>Lerao],[Basic Item],Duch,Essence of Liquor,Cherry Tree Seed Pouch,20,C,1400,V,10
Essence of Liquor>Cherry Tree Seed Pouch>Sea Survival Kit [Duch>Lerao],[Level 1],Lerao,Cherry Tree Seed Pouch,Sea Survival Kit,20,C,,V,55
Essence of Liquor>Cherry Tree Seed Pouch>Sea Survival Kit [Duch>Lerao],[Level 2],Arakil,Sea Survival Kit,Ancient Orders,20,C,,V,22
Essence of Liquor>Cherry Tree Seed Pouch>Sea Survival Kit [Duch>Lerao],[Level 3],Rosevan,Ancient Orders,Panacea,20,C,,V,58
Essence of Liquor>Cherry Tree Seed Pouch>Sea Survival Kit [Duch>Lerao],[Level 4],Balvege,Panacea,Golden Fish Scale,20,C,,V,8
Essence of Liquor>Cherry Tree Seed Pouch>Sea Survival Kit [Duch>Lerao],[Level 5],Derko,Golden Fish Scale,Crow Coins,20,C,,V,64
Rough Blue Crystal>Golden Sand>Monster Tentacle [Eveto>Portanen],[Basic Item],Eveto,Rough Blue Crystal,Golden Sand,20,D,100,V,11
Rough Blue Crystal>Golden Sand>Monster Tentacle [Eveto>Portanen],[Level 1],Portanen,Golden Sand,Monster Tentacle,20,D,,V,56
Rough Blue Crystal>Golden Sand>Monster Tentacle [Eveto>Portanen],[Level 2],Taramura,Monster Tentacle,Blue Candle Bundle,20,D,,V,24
Rough Blue Crystal>Golden Sand>Monster Tentacle [Eveto>Portanen],[Level 3],Orisha,Blue Candle Bundle,Headless Dragon Figurine,20,D,,V,62
Rough Blue Crystal>Golden Sand>Monster Tentacle [Eveto>Portanen],[Level 4],Orffs,Headless Dragon Figurine,102 Year Old Golden Herb,20,D,,V,16
Rough Blue Crystal>Golden Sand>Monster Tentacle [Eveto>Portanen],[Level 5],Hakoven,102 Year Old Golden Herb,Crow Coins,20,D,,V,50
Vinegar>Roa Flower Seed Pouch>Pirate Gold Coin [Luivano>Boa],[Basic Item],Luivano,Vinegar,Roa Flower Seed Pouch,20,E,1400,V,12
Vinegar>Roa Flower Seed Pouch>Pirate Gold Coin [Luivano>Boa],[Level 1],Boa,Roa Flower Seed Pouch,Pirate Gold Coin,20,E,,V,63
Vinegar>Roa Flower Seed Pouch>Pirate Gold Coin [Luivano>Boa],[Level 2],Ostra,Pirate Gold Coin,Old Hourglass,20,E,,V,25
Vinegar>Roa Flower Seed Pouch>Pirate Gold Coin [Luivano>Boa],[Level 3],Tigris,Old Hourglass,Bronze Candlestick,20,E,,V,46
Vinegar>Roa Flower Seed Pouch>Pirate Gold Coin [Luivano>Boa],[Level 4],Baremi,Bronze Candlestick,Portrait of the Ancient,20,E,,V,18
Vinegar>Roa Flower Seed Pouch>Pirate Gold Coin [Luivano>Boa],[Level 5],Cargo,Portrait of the Ancient,Crow Coins,20,E,,V,65
Flax Thread>Rakeflower Seed Pouch>Urchin Spine [Mariveno>Esfah],[Basic Item],Mariveno,Flax Thread,Rakeflower Seed Pouch,20,F,1400,V,13
Flax Thread>Rakeflower Seed Pouch>Urchin Spine [Mariveno>Esfah],[Level 1],Esfah,Rakeflower Seed Pouch,Urchin Spine,20,F,,V,44
Flax Thread>Rakeflower Seed Pouch>Urchin Spine [Mariveno>Esfah],[Level 2],Modric,Urchin Spine,Scout Binoculars,20,F,,V,45
Flax Thread>Rakeflower Seed Pouch>Urchin Spine [Mariveno>Esfah],[Level 3],Shirna,Scout Binoculars,Pirate's Key,20,F,,V,48
Flax Thread>Rakeflower Seed Pouch>Urchin Spine [Mariveno>Esfah],[Level 4],Ajir,Pirate's Key,Elixir of Youth,20,F,,V,29
Flax Thread>Rakeflower Seed Pouch>Urchin Spine [Mariveno>Esfah],[Level 5],Incomplete,Elixir of Youth,Crow Coins,20,F,,V,66
Lead Ore>Fertile Soil>Islanders' Lunchbox [Ephde Rune>Sokota],[Basic Item],Ephde Rune,Lead Ore,Fertile Soil,20,G,900,V,14
Lead Ore>Fertile Soil>Islanders' Lunchbox [Ephde Rune>Sokota],[Level 1],Sokota,Fertile Soil,Islanders' Lunchbox,20,G,,V,42
Lead Ore>Fertile Soil>Islanders' Lunchbox [Ephde Rune>Sokota],[Level 2],Ginburrey,Islanders' Lunchbox,Stalactite Fragment,20,G,,V,41
Lead Ore>Fertile Soil>Islanders' Lunchbox [Ephde Rune>Sokota],[Level 3],Riyed,Stalactite Fragment,Marine Knights' Helm,20,G,,V,59
Lead Ore>Fertile Soil>Islanders' Lunchbox [Ephde Rune>Sokota],[Level 4],Iliya,Marine Knights' Helm,Luxury Patterned Fabric,20,G,,V,4
Lead Ore>Fertile Soil>Islanders' Lunchbox [Ephde Rune>Sokota],[Level 5],Lantinia,Luxury Patterned Fabric,Crow Coins,20,G,,V,67
Grilled Bird Meat>Pirates' Gunpowder>Opulent Marble [Paratama>Teste],[Basic Item],Paratama,Grilled Bird Meat,Pirates' Gunpowder,20,H,600,V,20
Grilled Bird Meat>Pirates' Gunpowder>Opulent Marble [Paratama>Teste],[Level 1],Teste,Pirates' Gunpowder,Opulent Marble,20,H,,V,1
Grilled Bird Meat>Pirates' Gunpowder>Opulent Marble [Paratama>Teste],[Level 2],Dunde,Opulent Marble,Skull Decorated Teacup,20,H,,V,38
Grilled Bird Meat>Pirates' Gunpowder>Opulent Marble [Paratama>Teste],[Level 3],Teyamal,Skull Decorated Teacup,Amethyst Fragment,20,H,,V,49
Grilled Bird Meat>Pirates' Gunpowder>Opulent Marble [Paratama>Teste],[Level 4],Ancient,Amethyst Fragment,Observatory Report,20,H,,V,5
Grilled Bird Meat>Pirates' Gunpowder>Opulent Marble [Paratama>Teste],[Level 5],Pakio,Mysterious Rock,Crow Coins,20,H,,V,68
Wolf Hide>Dried Blue Rose>Filtered Drinking Water [Beiruwa>Kuit],[Basic Item],Beiruwa,Wolf Hide,Dried Blue Rose,20,I,600,V,23
Wolf Hide>Dried Blue Rose>Filtered Drinking Water [Beiruwa>Kuit],[Level 1],Kuit,Dried Blue Rose,Filtered Drinking Water,20,I,,V,51
Wolf Hide>Dried Blue Rose>Filtered Drinking Water [Beiruwa>Kuit],[Level 2],Albresser,Filtered Drinking Water,Round Knife,20,I,,V,39
Wolf Hide>Dried Blue Rose>Filtered Drinking Water [Beiruwa>Kuit],[Level 3],Daton,Round Knife,Marine Knights' Spear,20,I,,V,36
Wolf Hide>Dried Blue Rose>Filtered Drinking Water [Beiruwa>Kuit],[Level 4],Pilava,Marine Knights' Spear,Octagonal Box,20,I,,V,26
Wolf Hide>Dried Blue Rose>Filtered Drinking Water [Beiruwa>Kuit],[Level 5],Crow,Octagonal Box,Crow Coins,20,I,,V,69
Rough Mud Crystal>Stained Seagull Figurine>Conch Shell Ornament [Baeza>Arita],[Basic Item],Baeza,Rough Mud Crystal,Stained Seagull Figurine,20,J,100,V,47
Rough Mud Crystal>Stained Seagull Figurine>Conch Shell Ornament [Baeza>Arita],[Level 1],Arita,Stained Seagull Figurine,Conch Shell Ornament,20,J,,V,3
Rough Mud Crystal>Stained Seagull Figurine>Conch Shell Ornament [Baeza>Arita],[Level 2],Louruve,Conch Shell Ornament,Gooey Monster Blood,20,J,,V,32
Rough Mud Crystal>Stained Seagull Figurine>Conch Shell Ornament [Baeza>Arita],[Level 3],Almai,Gooey Monster Blood,Solidified Lava,20,J,,V,52
Rough Mud Crystal>Stained Seagull Figurine>Conch Shell Ornament [Baeza>Arita],[Level 4],Rameda,Solidified Lava,Taxidermied Morpho Butterfly,20,J,,V,43
Rough Mud Crystal>Stained Seagull Figurine>Conch Shell Ornament [Baeza>Arita],[Level 5],Rickun,Taxidermied Morpho Butterfly,Crow Coins,20,J,,V,70
Old Tree Bark>Raft Toy>Supreme Oyster Box [Serca>Tashu],[Basic Item],Serca,Old Tree Bark,Raft Toy,20,K,200,V,35
Old Tree Bark>Raft Toy>Supreme Oyster Box [Serca>Tashu],[Level 1],Tashu,Raft Toy,Supreme Oyster Box,20,K,,V,17
Old Tree Bark>Raft Toy>Supreme Oyster Box [Serca>Tashu],[Level 2],Angie,Supreme Oyster Box,Weasel Leather Coat,20,K,,V,9
Old Tree Bark>Raft Toy>Supreme Oyster Box [Serca>Tashu],[Level 3],Lisz,Weasel Leather Coat,Green Salt Lump,20,K,,V,30
Old Tree Bark>Raft Toy>Supreme Oyster Box [Serca>Tashu],[Level 4],Cholace,Green Salt Lump,Opulent Coral Trinket,20,K,,V,7
Old Tree Bark>Raft Toy>Supreme Oyster Box [Serca>Tashu],[Level 5],Cox Pirates,Statue's Tear,Crow Coins,20,K,,V,71
Pistachio>Chewy Raw Gizzard>Big Stone Slab [Randis>Lema],[Basic Item],Randis,Pistachio,Chewy Raw Gizzard,20,L,1100,V,34
Pistachio>Chewy Raw Gizzard>Big Stone Slab [Randis>Lema],[Level 1],Lema,Chewy Raw Gizzard,Big Stone Slab,20,L,,V,2
Pistachio>Chewy Raw Gizzard>Big Stone Slab [Randis>Lema],[Level 2],Marlene,Big Stone Slab,Skull Symbol Carpet,20,L,,V,6
Pistachio>Chewy Raw Gizzard>Big Stone Slab [Randis>Lema],[Level 3],Tulu,Skull Symbol Carpet,Boatman's Manual,20,L,,V,15
Pistachio>Chewy Raw Gizzard>Big Stone Slab [Randis>Lema],[Level 4],Oben,Boatman's Manual,Supreme Gold Candlestick,20,L,,V,37
Pistachio>Chewy Raw Gizzard>Big Stone Slab [Randis>Lema],[Level 5],Naval,Supreme Gold Candlestick,Crow Coins,20,L,,V,72
Aloe>Ancient Urn Piece>Pirate Gold Coin [Paratama>Arita],[Basic Item],Paratama,Aloe,Ancient Urn Piece,21,A,1100,V,17
Aloe>Ancient Urn Piece>Pirate Gold Coin [Paratama>Arita],[Level 1],Arita,Ancient Urn Piece,Pirate Gold Coin,21,A,,V,54
Aloe>Ancient Urn Piece>Pirate Gold Coin [Paratama>Arita],[Level 2],Marlene,Pirate Gold Coin,Pirates' Supply Box,21,A,,V,4
Aloe>Ancient Urn Piece>Pirate Gold Coin [Paratama>Arita],[Level 3],Shirna,Pirates' Supply Box,Green Salt Lump,21,A,,V,48
Aloe>Ancient Urn Piece>Pirate Gold Coin [Paratama>Arita],[Level 4],Oben,Green Salt Lump,Luxury Patterned Fabric,21,A,,V,35
Aloe>Ancient Urn Piece>Pirate Gold Coin [Paratama>Arita],[Level 5],Halmad,Luxury Patterned Fabric,Crow Coins,21,A,,V,60
Rough Red Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Tashu],[Basic Item],Beiruwa,Rough Red Crystal,Unidentified Ancient Mural,21,B,100,V,20
Rough Red Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Tashu],[Level 1],Tashu,Unidentified Ancient Mural,Urchin Spine,21,B,,V,14
Rough Red Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Tashu],[Level 2],Weita,Urchin Spine,Scout Binoculars,21,B,,V,16
Rough Red Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Tashu],[Level 3],Riyed,Scout Binoculars,Boatman's Manual,21,B,,V,42
Rough Red Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Tashu],[Level 4],Padix,Boatman's Manual,Mysterious Rock,21,B,,V,53
Rough Red Crystal>Unidentified Ancient Mural>Urchin Spine [Beiruwa>Tashu],[Level 5],Kashuma,Mysterious Rock,Crow Coins,21,B,,V,61
Powder of Darkness>Roa Flower Seed Pouch>Islanders' Lunchbox [Baeza>Lema],[Basic Item],Baeza,Powder of Darkness,Roa Flower Seed Pouch,21,C,200,V,47
Powder of Darkness>Roa Flower Seed Pouch>Islanders' Lunchbox [Baeza>Lema],[Level 1],Lema,Roa Flower Seed Pouch,Islanders' Lunchbox,21,C,,V,2
Powder of Darkness>Roa Flower Seed Pouch>Islanders' Lunchbox [Baeza>Lema],[Level 2],Kanvera,Islanders' Lunchbox,Stalactite Fragment,21,C,,V,18
Powder of Darkness>Roa Flower Seed Pouch>Islanders' Lunchbox [Baeza>Lema],[Level 3],Teyamal,Stalactite Fragment,Panacea,21,C,,V,49
Powder of Darkness>Roa Flower Seed Pouch>Islanders' Lunchbox [Baeza>Lema],[Level 4],Narvo,Panacea,Octagonal Box,21,C,,V,29
Powder of Darkness>Roa Flower Seed Pouch>Islanders' Lunchbox [Baeza>Lema],[Level 5],Derko,Octagonal Box,Crow Coins,21,C,,V,64
White Cedar Sap>Rakeflower Seed Pouch>Cron Castle Gold Coin [Serca>Racid],[Basic Item],Serca,White Cedar Sap,Rakeflower Seed Pouch,21,D,600,V,33
White Cedar Sap>Rakeflower Seed Pouch>Cron Castle Gold Coin [Serca>Racid],[Level 1],Racid,Rakeflower Seed Pouch,Cron Castle Gold Coin,21,D,,V,24
White Cedar Sap>Rakeflower Seed Pouch>Cron Castle Gold Coin [Serca>Racid],[Level 2],Arakil,Cron Castle Gold Coin,Skull Decorated Teacup,21,D,,V,19
White Cedar Sap>Rakeflower Seed Pouch>Cron Castle Gold Coin [Serca>Racid],[Level 3],Daton,Skull Decorated Teacup,Headless Dragon Figurine,21,D,,V,34
White Cedar Sap>Rakeflower Seed Pouch>Cron Castle Gold Coin [Serca>Racid],[Level 4],Balvege,Headless Dragon Figurine,37 Year Old Herbal Wine,21,D,,V,5
White Cedar Sap>Rakeflower Seed Pouch>Cron Castle Gold Coin [Serca>Racid],[Level 5],Hakoven,37 Year Old Herbal Wine,Crow Coins,21,D,,V,50
Feather Wolf Hide>Fertile Soil>Pirate Ship Mast [Randis>Tinberra],[Basic Item],Randis,Feather Wolf Hide,Fertile Soil,21,E,600,V,32
Feather Wolf Hide>Fertile Soil>Pirate Ship Mast [Randis>Tinberra],[Level 1],Tinberra,Fertile Soil,Pirate Ship Mast,21,E,,V,55
Feather Wolf Hide>Fertile Soil>Pirate Ship Mast [Randis>Tinberra],[Level 2],Taramura,Pirate Ship Mast,Round Knife,21,E,,V,21
Feather Wolf Hide>Fertile Soil>Pirate Ship Mast [Randis>Tinberra],[Level 3],Almai,Round Knife,Bronze Candlestick,21,E,,V,52
Feather Wolf Hide>Fertile Soil>Pirate Ship Mast [Randis>Tinberra],[Level 4],Orffs,Bronze Candlestick,Azure Quartz,21,E,,V,13
Feather Wolf Hide>Fertile Soil>Pirate Ship Mast [Randis>Tinberra],[Level 5],Cargo,Azure Quartz,Crow Coins,21,E,,V,65
Powder of Crevice>Pirates' Gunpowder>Opulent Marble [Barater>Lerao],[Basic Item],Barater,Powder of Crevice,Pirates' Gunpowder,21,F,200,V,38
Powder of Crevice>Pirates' Gunpowder>Opulent Marble [Barater>Lerao],[Level 1],Lerao,Pirates' Gunpowder,Opulent Marble,21,F,,V,56
Powder of Crevice>Pirates' Gunpowder>Opulent Marble [Barater>Lerao],[Level 2],Ostra,Opulent Marble,Gooey Monster Blood,21,F,,V,22
Powder of Crevice>Pirates' Gunpowder>Opulent Marble [Barater>Lerao],[Level 3],Lisz,Gooey Monster Blood,Pirate's Key,21,F,,V,28
Powder of Crevice>Pirates' Gunpowder>Opulent Marble [Barater>Lerao],[Level 4],Baremi,Pirate's Key,Taxidermied Morpho Butterfly,21,F,,V,15
Powder of Crevice>Pirates' Gunpowder>Opulent Marble [Barater>Lerao],[Level 5],Incomplete,Taxidermied Morpho Butterfly,Crow Coins,21,F,,V,66
Elder Tree Sap>Dried Blue Rose>Filtered Drinking Water [Staren>Portanen],[Basic Item],Staren,Elder Tree Sap,Dried Blue Rose,21,G,400,V,31
Elder Tree Sap>Dried Blue Rose>Filtered Drinking Water [Staren>Portanen],[Level 1],Portanen,Dried Blue Rose,Filtered Drinking Water,21,G,,V,57
Elder Tree Sap>Dried Blue Rose>Filtered Drinking Water [Staren>Portanen],[Level 2],Modric,Filtered Drinking Water,Rare Herb Pile,21,G,,V,45
Elder Tree Sap>Dried Blue Rose>Filtered Drinking Water [Staren>Portanen],[Level 3],Tulu,Rare Herb Pile,Marine Knights' Helm,21,G,,V,12
Elder Tree Sap>Dried Blue Rose>Filtered Drinking Water [Staren>Portanen],[Level 4],Ajir,Marine Knights' Helm,Statue's Tear,21,G,,V,26
Elder Tree Sap>Dried Blue Rose>Filtered Drinking Water [Staren>Portanen],[Level 5],Lantinia,Statue's Tear,Crow Coins,21,G,,V,67
Bag of Muddy Water>Giant Fish Bone>Conch Shell Ornament [Duch>Boa],[Basic Item],Duch,Bag of Muddy Water,Giant Fish Bone,21,H,300,V,7
Bag of Muddy Water>Giant Fish Bone>Conch Shell Ornament [Duch>Boa],[Level 1],Boa,Giant Fish Bone,Conch Shell Ornament,21,H,,V,63
Bag of Muddy Water>Giant Fish Bone>Conch Shell Ornament [Duch>Boa],[Level 2],Ginburrey,Conch Shell Ornament,Lopters Fishnet,21,H,,V,39
Bag of Muddy Water>Giant Fish Bone>Conch Shell Ornament [Duch>Boa],[Level 3],Al-Naha,Lopters Fishnet,Stolen Pirate Dagger,21,H,,V,25
Bag of Muddy Water>Giant Fish Bone>Conch Shell Ornament [Duch>Boa],[Level 4],Ancient,Stolen Pirate Dagger,Cox Pirates' Journal,21,H,,V,3
Bag of Muddy Water>Giant Fish Bone>Conch Shell Ornament [Duch>Boa],[Level 5],Pakio,Supreme Gold Candlestick,Crow Coins,21,H,,V,68
Powder of Time>Naval Ration>Supreme Oyster Box [Eveto>Esfah],[Basic Item],Eveto,Powder of Time,Naval Ration,21,I,200,V,8
Powder of Time>Naval Ration>Supreme Oyster Box [Eveto>Esfah],[Level 1],Esfah,Naval Ration,Supreme Oyster Box,21,I,,V,44
Powder of Time>Naval Ration>Supreme Oyster Box [Eveto>Esfah],[Level 2],Dunde,Supreme Oyster Box,Ancient Orders,21,I,,V,36
Powder of Time>Naval Ration>Supreme Oyster Box [Eveto>Esfah],[Level 3],Shasha,Ancient Orders,Opulent Thread Spool,21,I,,V,58
Powder of Time>Naval Ration>Supreme Oyster Box [Eveto>Esfah],[Level 4],Pujara,Opulent Thread Spool,Faded Gold Dragon Figurine,21,I,,V,27
Powder of Time>Naval Ration>Supreme Oyster Box [Eveto>Esfah],[Level 5],Crow,Faded Gold Dragon Figurine,Crow Coins,21,I,,V,69
Fruit of Abundance>Stained Seagull Figurine>Big Stone Slab [Luivano>Sokota],[Basic Item],Luivano,Fruit of Abundance,Stained Seagull Figurine,21,J,20,V,9
Fruit of Abundance>Stained Seagull Figurine>Big Stone Slab [Luivano>Sokota],[Level 1],Sokota,Stained Seagull Figurine,Big Stone Slab,21,J,,V,40
Fruit of Abundance>Stained Seagull Figurine>Big Stone Slab [Luivano>Sokota],[Level 2],Albresser,Big Stone Slab,Blue Candle Bundle,21,J,,V,37
Fruit of Abundance>Stained Seagull Figurine>Big Stone Slab [Luivano>Sokota],[Level 3],Rosevan,Blue Candle Bundle,Amethyst Fragment,21,J,,V,59
Fruit of Abundance>Stained Seagull Figurine>Big Stone Slab [Luivano>Sokota],[Level 4],Pilava,Amethyst Fragment,Taxidermied White Caterpillar,21,J,,V,23
Fruit of Abundance>Stained Seagull Figurine>Big Stone Slab [Luivano>Sokota],[Level 5],Rickun,Taxidermied White Caterpillar,Crow Coins,21,J,,V,70
Bloody Tree Knot>Raft Toy>Sea Survival Kit [Mariveno>Teste],[Basic Item],Mariveno,Bloody Tree Knot,Raft Toy,21,K,100,V,10
Bloody Tree Knot>Raft Toy>Sea Survival Kit [Mariveno>Teste],[Level 1],Teste,Raft Toy,Sea Survival Kit,21,K,,V,1
Bloody Tree Knot>Raft Toy>Sea Survival Kit [Mariveno>Teste],[Level 2],Louruve,Sea Survival Kit,Old Hourglass,21,K,,V,30
Bloody Tree Knot>Raft Toy>Sea Survival Kit [Mariveno>Teste],[Level 3],Orisha,Old Hourglass,Marine Knights' Spear,21,K,,V,62
Bloody Tree Knot>Raft Toy>Sea Survival Kit [Mariveno>Teste],[Level 4],Rameda,Marine Knights' Spear,Portrait of the Ancient,21,K,,V,41
Bloody Tree Knot>Raft Toy>Sea Survival Kit [Mariveno>Teste],[Level 5],Cox Pirates,Portrait of the Ancient,Crow Coins,21,K,,V,71
Monk's Branch>Chewy Raw Gizzard>Monster Tentacle [Ephde Rune>Kuit],[Basic Item],Ephde Rune,Monk's Branch,Chewy Raw Gizzard,21,L,200,V,11
